risk_rank,occupation_code,total_asset,AGE,cycam,country,cur_type,amt,date
1,5.0,715.0,3,153202.0,130,47,66.0,229
1,5.0,715.0,3,153202.0,130,47,82.0,229
1,5.0,715.0,3,153202.0,61,47,25534.0,230
1,5.0,715.0,3,153202.0,61,47,25534.0,230
1,5.0,715.0,3,153202.0,61,47,25534.0,231
1,5.0,715.0,3,153202.0,61,47,25534.0,231
1,5.0,715.0,3,153202.0,130,47,71.0,231
1,5.0,715.0,3,153202.0,130,47,1062.0,232
1,5.0,715.0,3,153202.0,61,47,25534.0,232
1,5.0,715.0,3,153202.0,61,47,25534.0,232
1,5.0,715.0,3,153202.0,61,47,25534.0,235
1,5.0,715.0,3,153202.0,61,47,25534.0,235
1,5.0,715.0,3,153202.0,130,47,5372.0,236
1,5.0,715.0,3,153202.0,61,47,25534.0,236
1,5.0,715.0,3,153202.0,61,47,25534.0,236
1,5.0,715.0,3,153202.0,130,47,592.0,236
1,5.0,715.0,3,153202.0,130,47,10214.0,236
1,5.0,715.0,3,153202.0,135,47,66.0,236
1,5.0,715.0,3,153202.0,61,47,25534.0,237
1,5.0,715.0,3,153202.0,94,46,3853.0,237
1,5.0,715.0,3,153202.0,61,47,25534.0,237
1,5.0,715.0,3,153202.0,130,47,107.0,237
1,5.0,715.0,3,153202.0,61,47,25534.0,238
1,5.0,715.0,3,153202.0,61,46,825.0,238
1,5.0,715.0,3,153202.0,130,47,10214.0,238
1,5.0,715.0,3,153202.0,130,47,123.0,238
1,5.0,715.0,3,153202.0,61,47,25534.0,238
1,5.0,715.0,3,153202.0,130,47,147.0,239
1,5.0,715.0,3,153202.0,61,47,25534.0,239
1,5.0,715.0,3,153202.0,130,47,184.0,239
1,5.0,715.0,3,153202.0,130,47,10214.0,239
1,5.0,715.0,3,153202.0,130,47,5056.0,239
1,5.0,715.0,3,153202.0,130,47,296.0,239
1,5.0,715.0,3,153202.0,130,47,49.0,239
1,5.0,715.0,3,153202.0,130,47,143.0,239
1,5.0,715.0,3,153202.0,61,47,25534.0,242
1,5.0,715.0,3,153202.0,130,47,899.0,242
1,5.0,715.0,3,153202.0,130,47,153.0,242
1,5.0,715.0,3,153202.0,130,47,66.0,242
1,5.0,715.0,3,153202.0,61,47,25534.0,246
1,5.0,715.0,3,153202.0,61,47,25534.0,246
1,5.0,715.0,3,153202.0,130,47,153.0,246
1,5.0,715.0,3,153202.0,125,47,152.0,246
1,5.0,715.0,3,153202.0,130,47,679.0,246
1,5.0,715.0,3,153202.0,130,47,2592.0,252
1,5.0,715.0,3,153202.0,130,47,4290.0,252
1,5.0,715.0,3,153202.0,61,47,25534.0,252
1,5.0,715.0,3,153202.0,130,47,2001.0,252
1,5.0,715.0,3,153202.0,61,47,25534.0,253
1,5.0,715.0,3,153202.0,130,47,1481.0,253
1,5.0,715.0,3,153202.0,130,47,4184.0,253
1,5.0,715.0,3,153202.0,130,47,4780.0,253
1,5.0,715.0,3,153202.0,130,47,633.0,253
1,5.0,715.0,3,153202.0,130,47,61.0,253
1,5.0,715.0,3,153202.0,130,47,4780.0,253
1,5.0,715.0,3,153202.0,61,47,25534.0,253
1,5.0,715.0,3,153202.0,130,47,57.0,253
1,5.0,715.0,3,153202.0,130,47,1.0,253
1,5.0,715.0,3,153202.0,61,47,25534.0,257
1,5.0,715.0,3,153202.0,130,47,13890.0,257
1,5.0,715.0,3,153202.0,130,47,1633.0,258
1,5.0,715.0,3,153202.0,61,47,25534.0,258
1,5.0,715.0,3,153202.0,61,47,25534.0,258
1,5.0,715.0,3,153202.0,130,47,899.0,258
1,5.0,715.0,3,153202.0,130,47,87.0,258
1,5.0,715.0,3,153202.0,130,47,102.0,258
1,5.0,715.0,3,153202.0,119,47,337.0,259
1,5.0,715.0,3,153202.0,61,47,25534.0,259
1,5.0,715.0,3,153202.0,61,47,25534.0,259
1,5.0,715.0,3,153202.0,130,47,1019.0,259
1,5.0,715.0,3,153202.0,130,47,582.0,260
1,5.0,715.0,3,153202.0,130,47,152179.0,260
1,5.0,715.0,3,153202.0,61,47,25534.0,260
1,5.0,715.0,3,153202.0,61,47,25534.0,260
1,5.0,715.0,3,153202.0,130,47,1205.0,260
1,5.0,715.0,3,153202.0,61,47,25534.0,263
1,5.0,715.0,3,153202.0,61,47,25534.0,263
1,5.0,715.0,3,153202.0,130,47,31.0,263
1,5.0,715.0,3,153202.0,130,47,46.0,263
1,5.0,715.0,3,153202.0,61,47,25534.0,266
1,5.0,715.0,3,153202.0,130,47,1430.0,266
1,5.0,715.0,3,153202.0,130,47,1175.0,266
1,5.0,715.0,3,153202.0,61,47,25534.0,266
1,5.0,715.0,3,153202.0,61,47,746.0,266
1,5.0,715.0,3,153202.0,130,47,169.0,266
1,5.0,715.0,3,153202.0,135,47,66.0,266
1,5.0,715.0,3,153202.0,130,47,5280.0,267
1,5.0,715.0,3,153202.0,130,47,225.0,267
1,5.0,715.0,3,153202.0,130,47,174.0,267
1,5.0,715.0,3,153202.0,94,46,3838.0,267
1,5.0,715.0,3,153202.0,119,47,1277.0,267
1,5.0,715.0,3,153202.0,61,47,25534.0,267
1,5.0,715.0,3,153202.0,61,47,25534.0,267
1,5.0,715.0,3,153202.0,130,47,31.0,267
1,5.0,715.0,3,153202.0,61,47,25534.0,270
1,5.0,715.0,3,153202.0,130,47,4780.0,270
1,5.0,715.0,3,153202.0,61,47,25534.0,270
1,5.0,715.0,3,153202.0,130,47,3558.0,270
1,5.0,715.0,3,153202.0,130,47,3558.0,270
1,5.0,715.0,3,153202.0,119,47,20427.0,271
1,5.0,715.0,3,153202.0,130,47,1307.0,271
1,5.0,715.0,3,153202.0,61,47,25534.0,271
1,5.0,715.0,3,153202.0,130,47,592.0,271
1,5.0,715.0,3,153202.0,130,47,2502.0,271
1,5.0,715.0,3,153202.0,130,47,151.0,271
1,5.0,715.0,3,153202.0,61,47,25534.0,273
1,5.0,715.0,3,153202.0,61,47,25534.0,273
1,5.0,715.0,3,153202.0,125,47,152.0,277
1,5.0,715.0,3,153202.0,61,47,25534.0,277
1,5.0,715.0,3,153202.0,135,46,226.0,281
1,5.0,715.0,3,153202.0,61,47,25534.0,281
1,5.0,715.0,3,153202.0,130,47,138.0,281
1,5.0,715.0,3,153202.0,130,47,8835.0,284
1,5.0,715.0,3,153202.0,61,47,25534.0,284
1,5.0,715.0,3,153202.0,130,47,44.0,284
1,5.0,715.0,3,153202.0,130,47,138.0,284
1,5.0,715.0,3,153202.0,130,47,2371.0,284
1,5.0,715.0,3,153202.0,130,47,59.0,284
1,5.0,715.0,3,153202.0,61,47,25534.0,286
1,5.0,715.0,3,153202.0,130,47,1222.0,286
1,5.0,715.0,3,153202.0,130,47,5501.0,286
1,5.0,715.0,3,153202.0,130,47,480.0,278
1,5.0,715.0,3,153202.0,130,47,332.0,278
1,5.0,715.0,3,153202.0,61,47,25534.0,278
1,5.0,715.0,3,153202.0,130,47,150.0,291
1,5.0,715.0,3,153202.0,61,47,25534.0,291
1,5.0,715.0,3,153202.0,130,47,61.0,291
1,5.0,715.0,3,153202.0,61,47,25534.0,292
1,5.0,715.0,3,153202.0,130,47,5372.0,292
1,5.0,715.0,3,153202.0,61,47,25534.0,292
1,5.0,715.0,3,153202.0,130,47,61.0,292
1,5.0,715.0,3,153202.0,61,47,25534.0,298
1,5.0,715.0,3,153202.0,94,46,3837.0,298
1,5.0,715.0,3,153202.0,130,47,1006.0,298
1,5.0,715.0,3,153202.0,61,47,25534.0,298
1,5.0,715.0,3,153202.0,61,47,25534.0,298
1,5.0,715.0,3,153202.0,61,46,822.0,299
1,5.0,715.0,3,153202.0,130,47,123.0,299
1,5.0,715.0,3,153202.0,61,47,25534.0,299
1,5.0,715.0,3,153202.0,61,47,25534.0,299
1,5.0,715.0,3,153202.0,130,47,6843.0,299
1,5.0,715.0,3,153202.0,130,47,97.0,299
1,5.0,715.0,3,153202.0,130,47,51.0,299
1,5.0,715.0,3,153202.0,61,47,25534.0,301
1,5.0,715.0,3,153202.0,130,47,51.0,301
1,5.0,715.0,3,153202.0,130,47,153.0,301
1,5.0,715.0,3,153202.0,61,47,25534.0,302
1,5.0,715.0,3,153202.0,61,47,25534.0,302
1,5.0,715.0,3,153202.0,130,47,434.0,302
1,5.0,715.0,3,153202.0,61,47,25534.0,313
1,5.0,715.0,3,153202.0,61,47,25534.0,313
1,5.0,715.0,3,153202.0,61,47,25534.0,314
1,5.0,715.0,3,153202.0,130,47,1430.0,314
1,5.0,715.0,3,153202.0,61,47,25534.0,315
1,5.0,715.0,3,153202.0,61,47,25534.0,315
1,5.0,715.0,3,153202.0,130,47,511.0,315
1,5.0,715.0,3,153202.0,130,47,254.0,315
1,5.0,715.0,3,153202.0,130,47,4701.0,315
1,5.0,715.0,3,153202.0,130,47,1961.0,315
1,5.0,715.0,3,153202.0,130,47,3035.0,315
1,5.0,715.0,3,153202.0,130,47,203.0,315
1,5.0,715.0,3,153202.0,130,47,69.0,315
1,5.0,715.0,3,153202.0,61,47,25534.0,319
1,5.0,715.0,3,153202.0,61,47,25534.0,319
1,5.0,715.0,3,153202.0,61,47,25534.0,320
1,5.0,715.0,3,153202.0,130,47,398.0,320
1,5.0,715.0,3,153202.0,130,47,1675.0,320
1,5.0,715.0,3,153202.0,61,47,25534.0,320
1,5.0,715.0,3,153202.0,130,47,2022.0,320
1,5.0,715.0,3,153202.0,130,47,4290.0,320
1,5.0,715.0,3,153202.0,130,47,532.0,320
1,5.0,715.0,3,153202.0,130,47,152.0,323
1,5.0,715.0,3,153202.0,130,47,1765.0,323
1,5.0,715.0,3,153202.0,61,47,25534.0,323
1,5.0,715.0,3,153202.0,61,47,25534.0,323
1,5.0,715.0,3,153202.0,61,47,25534.0,327
1,5.0,715.0,3,153202.0,130,47,255.0,327
1,5.0,715.0,3,153202.0,130,47,276.0,327
1,5.0,715.0,3,153202.0,61,47,25534.0,327
1,5.0,715.0,3,153202.0,130,47,15.0,327
1,5.0,715.0,3,153202.0,130,47,214.0,327
1,5.0,715.0,3,153202.0,130,47,55.0,327
1,5.0,715.0,3,153202.0,130,47,899.0,328
1,5.0,715.0,3,153202.0,61,47,25534.0,328
1,5.0,715.0,3,153202.0,135,47,66.0,328
1,5.0,715.0,3,153202.0,61,47,25534.0,329
1,5.0,715.0,3,153202.0,94,46,3863.0,329
1,5.0,715.0,3,153202.0,61,47,25534.0,329
1,5.0,715.0,3,153202.0,130,47,255.0,329
1,5.0,715.0,3,153202.0,130,47,133.0,329
1,5.0,715.0,3,153202.0,61,46,835.0,330
1,5.0,715.0,3,153202.0,130,47,1090.0,330
1,5.0,715.0,3,153202.0,61,47,25534.0,330
1,5.0,715.0,3,153202.0,130,47,123.0,330
1,5.0,715.0,3,153202.0,130,47,1021.0,330
1,5.0,715.0,3,153202.0,130,47,5344.0,335
1,5.0,715.0,3,153202.0,61,47,25534.0,335
1,5.0,715.0,3,153202.0,130,47,605.0,335
1,5.0,715.0,3,153202.0,130,47,174.0,335
1,5.0,715.0,3,153202.0,61,47,25534.0,326
1,5.0,715.0,3,153202.0,61,47,25534.0,326
1,5.0,715.0,3,153202.0,130,47,195.0,326
1,5.0,715.0,3,153202.0,130,47,200.0,326
1,5.0,715.0,3,153202.0,130,47,415.0,326
1,5.0,715.0,3,153202.0,61,47,25534.0,341
1,5.0,715.0,3,153202.0,61,47,25534.0,341
1,5.0,715.0,3,153202.0,130,47,1630.0,341
1,5.0,715.0,3,153202.0,130,47,102.0,341
1,5.0,715.0,3,153202.0,130,47,82.0,341
1,5.0,715.0,3,153202.0,130,47,123.0,341
1,5.0,715.0,3,153202.0,61,47,25534.0,343
1,5.0,715.0,3,153202.0,61,47,25534.0,343
1,5.0,715.0,3,153202.0,130,47,561.0,343
1,5.0,715.0,3,153202.0,130,47,332.0,343
1,5.0,715.0,3,153202.0,130,47,2261.0,343
1,5.0,715.0,3,153202.0,130,47,722.0,343
1,5.0,715.0,3,153202.0,130,47,29.0,343
1,5.0,715.0,3,153202.0,61,47,25534.0,340
1,5.0,715.0,3,153202.0,135,46,230.0,340
1,5.0,715.0,3,153202.0,61,47,25534.0,340
1,5.0,715.0,3,153202.0,130,47,534.0,340
1,5.0,715.0,3,153202.0,130,47,1021.0,340
1,5.0,715.0,3,153202.0,61,47,25534.0,344
1,5.0,715.0,3,153202.0,130,47,325.0,344
1,5.0,715.0,3,153202.0,130,47,1143.0,344
1,5.0,715.0,3,153202.0,130,47,71.0,344
1,5.0,715.0,3,153202.0,61,47,25534.0,347
1,5.0,715.0,3,153202.0,61,47,25534.0,347
1,5.0,715.0,3,153202.0,130,47,605.0,347
1,5.0,715.0,3,153202.0,130,47,117.0,347
1,5.0,715.0,3,153202.0,130,47,60.0,347
1,5.0,715.0,3,153202.0,61,47,25534.0,348
1,5.0,715.0,3,153202.0,61,47,25534.0,348
1,5.0,715.0,3,153202.0,61,47,25534.0,349
1,5.0,715.0,3,153202.0,119,47,20209.0,349
1,5.0,715.0,3,153202.0,119,47,337.0,349
1,5.0,715.0,3,153202.0,130,47,301.0,349
1,5.0,715.0,3,153202.0,130,47,51.0,349
1,5.0,715.0,3,153202.0,61,47,25534.0,334
1,5.0,715.0,3,153202.0,61,47,25534.0,334
1,5.0,715.0,3,153202.0,130,47,4290.0,334
1,5.0,715.0,3,153202.0,61,47,25534.0,354
1,5.0,715.0,3,153202.0,130,47,30.0,354
1,5.0,715.0,3,153202.0,61,47,25534.0,355
1,5.0,715.0,3,153202.0,130,47,19.0,355
1,5.0,715.0,3,153202.0,130,47,50.0,355
1,5.0,715.0,3,153202.0,130,47,51.0,355
1,5.0,715.0,3,153202.0,130,47,204.0,355
1,5.0,715.0,3,153202.0,61,47,25534.0,355
1,5.0,715.0,3,153202.0,130,47,814.0,355
1,5.0,715.0,3,153202.0,130,47,245.0,355
1,5.0,715.0,3,153202.0,61,47,25534.0,356
1,5.0,715.0,3,153202.0,130,47,296.0,356
1,5.0,715.0,3,153202.0,61,47,25534.0,356
1,5.0,715.0,3,153202.0,130,47,970.0,356
1,5.0,715.0,3,153202.0,130,47,1287.0,356
1,5.0,715.0,3,153202.0,130,47,1551.0,356
1,5.0,715.0,3,153202.0,130,47,51.0,356
1,5.0,715.0,3,153202.0,130,47,1072.0,356
1,5.0,715.0,3,153202.0,130,47,270.0,356
1,5.0,715.0,3,153202.0,130,47,255.0,356
1,11.0,105745.0,5,357327.0,52,46,46282.0,19
1,11.0,105745.0,5,357327.0,130,47,1852.0,19
1,11.0,105745.0,5,357327.0,130,47,21819.0,19
1,11.0,105745.0,5,357327.0,52,46,4054.0,19
1,11.0,105745.0,5,357327.0,130,47,214.0,19
1,11.0,105745.0,5,357327.0,130,47,388.0,19
1,11.0,105745.0,5,357327.0,43,47,82437.0,19
1,11.0,105745.0,5,357327.0,52,46,59184.0,26
1,11.0,105745.0,5,357327.0,52,46,25106.0,26
1,11.0,105745.0,5,357327.0,118,47,1215.0,26
1,11.0,57475.0,5,357327.0,52,46,21168.0,33
1,11.0,57475.0,5,357327.0,52,46,11165.0,33
1,11.0,57475.0,5,357327.0,52,46,6459.0,33
1,11.0,241145.0,5,357327.0,52,46,21353.0,215
1,11.0,241145.0,5,357327.0,68,19,3687.0,215
1,11.0,241145.0,5,357327.0,68,19,2801.0,215
1,11.0,208067.0,5,357327.0,130,47,53293.0,300
1,11.0,208067.0,5,357327.0,130,47,9127.0,300
1,11.0,208067.0,5,357327.0,130,47,4569.0,300
1,11.0,208067.0,5,357327.0,130,47,52068.0,301
1,11.0,208067.0,5,357327.0,130,47,55539.0,301
1,11.0,208067.0,5,357327.0,130,47,14160.0,301
1,11.0,208067.0,5,357327.0,130,47,10938.0,301
1,11.0,624642.0,5,357327.0,130,47,4288.0,313
1,11.0,624642.0,5,357327.0,130,47,2738.0,313
1,11.0,624642.0,5,357327.0,130,47,26314.0,313
1,11.0,624642.0,5,357327.0,130,47,5135.0,313
1,11.0,624642.0,5,357327.0,68,19,9386.0,313
1,11.0,624642.0,5,357327.0,68,19,4169.0,313
1,11.0,624642.0,5,357327.0,68,19,4169.0,313
1,11.0,624642.0,5,357327.0,68,19,4144.0,313
1,11.0,624642.0,5,357327.0,68,19,3424.0,313
1,11.0,624642.0,5,357327.0,68,19,5866.0,313
1,11.0,624642.0,5,357327.0,68,19,4067.0,313
1,11.0,624642.0,5,357327.0,68,19,3785.0,313
1,11.0,624642.0,5,357327.0,68,19,4966.0,313
1,11.0,624642.0,5,357327.0,68,19,5172.0,313
1,11.0,624642.0,5,357327.0,68,19,3861.0,313
1,11.0,624642.0,5,357327.0,68,19,4169.0,313
1,11.0,624642.0,5,357327.0,68,19,4067.0,313
1,11.0,624642.0,5,357327.0,68,19,3990.0,313
1,11.0,624642.0,5,357327.0,68,19,4218.0,313
1,11.0,624642.0,5,357327.0,68,19,3990.0,313
1,11.0,624642.0,5,357327.0,68,19,5275.0,313
1,11.0,624642.0,5,357327.0,93,46,30974.0,314
1,11.0,624642.0,5,357327.0,57,47,306.0,314
1,11.0,624642.0,5,357327.0,68,19,4650.0,314
1,11.0,624642.0,5,357327.0,68,19,4393.0,314
1,11.0,624642.0,5,357327.0,68,19,6395.0,314
1,11.0,624642.0,5,357327.0,68,19,6421.0,314
1,11.0,624642.0,5,357327.0,68,19,4060.0,314
1,11.0,624642.0,5,357327.0,68,19,5125.0,314
1,11.0,624642.0,5,357327.0,68,19,9368.0,314
1,11.0,624642.0,5,357327.0,68,19,6702.0,314
1,11.0,624642.0,5,357327.0,68,19,4137.0,314
1,11.0,624642.0,5,357327.0,68,19,5369.0,314
1,11.0,624642.0,5,357327.0,68,19,5266.0,314
1,11.0,624642.0,5,357327.0,68,19,3932.0,314
1,11.0,624642.0,5,357327.0,68,19,5266.0,314
1,11.0,624642.0,5,357327.0,68,19,3726.0,314
1,11.0,624642.0,5,357327.0,68,19,3597.0,314
1,11.0,624642.0,5,357327.0,68,19,3977.0,315
1,11.0,624642.0,5,357327.0,68,19,4201.0,315
1,11.0,624642.0,5,357327.0,68,19,3350.0,315
1,11.0,624642.0,5,357327.0,68,19,4949.0,315
1,11.0,624642.0,5,357327.0,68,19,6405.0,315
1,11.0,624642.0,5,357327.0,68,19,6282.0,315
1,11.0,624642.0,5,357327.0,68,19,4951.0,315
1,11.0,624642.0,5,357327.0,68,19,6922.0,315
1,11.0,624642.0,5,357327.0,68,19,8203.0,315
1,11.0,624642.0,5,357327.0,68,19,5231.0,316
1,11.0,624642.0,5,357327.0,68,19,8920.0,316
1,11.0,624642.0,5,357327.0,68,19,4744.0,316
1,11.0,624642.0,5,357327.0,68,19,6538.0,316
1,11.0,624642.0,5,357327.0,57,47,510.0,316
1,11.0,624642.0,5,357327.0,36,47,15314.0,319
1,11.0,624642.0,5,357327.0,68,19,4234.0,319
1,11.0,624642.0,5,357327.0,68,19,6527.0,319
1,11.0,624642.0,5,357327.0,130,47,7771.0,320
1,11.0,624642.0,5,357327.0,68,19,4248.0,320
1,11.0,624642.0,5,357327.0,130,47,15079.0,327
1,11.0,624642.0,5,357327.0,68,19,5640.0,327
1,11.0,624642.0,5,357327.0,68,19,4851.0,327
1,11.0,624642.0,5,357327.0,68,19,6854.0,327
1,11.0,624642.0,5,357327.0,68,19,6801.0,327
1,11.0,624642.0,5,357327.0,68,19,4244.0,327
1,11.0,624642.0,5,357327.0,68,19,5355.0,327
1,11.0,624642.0,5,357327.0,68,19,5820.0,327
1,11.0,624642.0,5,357327.0,68,19,5640.0,327
1,11.0,624642.0,5,357327.0,68,19,4217.0,327
1,11.0,624642.0,5,357327.0,68,19,7499.0,327
1,11.0,624642.0,5,357327.0,130,47,3108.0,327
1,11.0,624642.0,5,357327.0,52,46,182242.0,330
1,11.0,624642.0,5,357327.0,57,47,3982.0,330
1,11.0,624642.0,5,357327.0,130,47,2773.0,330
1,11.0,624642.0,5,357327.0,130,47,447.0,330
1,11.0,624642.0,5,357327.0,52,46,138472.0,330
1,11.0,624642.0,5,357327.0,52,46,9248.0,330
1,11.0,624642.0,5,357327.0,130,47,4259.0,330
1,11.0,681582.0,5,357327.0,130,47,3859.0,335
1,11.0,681582.0,5,357327.0,130,47,3545.0,335
1,11.0,681582.0,5,357327.0,68,19,6417.0,335
1,11.0,681582.0,5,357327.0,68,19,6339.0,335
1,11.0,681582.0,5,357327.0,68,19,7373.0,335
1,11.0,681582.0,5,357327.0,68,19,5874.0,335
1,11.0,681582.0,5,357327.0,68,19,6055.0,335
1,11.0,681582.0,5,357327.0,68,19,5822.0,335
1,11.0,681582.0,5,357327.0,130,47,4145.0,341
1,11.0,681582.0,5,357327.0,68,19,3696.0,341
1,11.0,681582.0,5,357327.0,68,19,3827.0,341
1,11.0,681582.0,5,357327.0,68,19,7412.0,341
1,11.0,681582.0,5,357327.0,130,47,2416.0,341
1,11.0,681582.0,5,357327.0,68,19,4638.0,341
1,11.0,681582.0,5,357327.0,68,19,4979.0,341
1,11.0,681582.0,5,357327.0,68,19,5075.0,341
1,11.0,681582.0,5,357327.0,130,47,4502.0,344
1,11.0,681582.0,5,357327.0,130,47,1454.0,344
1,11.0,681582.0,5,357327.0,130,47,3675.0,344
1,11.0,681582.0,5,357327.0,68,19,5064.0,344
1,11.0,681582.0,5,357327.0,68,19,4415.0,344
1,11.0,681582.0,5,357327.0,130,47,4704.0,344
1,11.0,681582.0,5,357327.0,68,19,5038.0,347
1,11.0,681582.0,5,357327.0,68,19,2075.0,347
1,11.0,681582.0,5,357327.0,68,19,3754.0,347
1,11.0,681582.0,5,357327.0,68,19,2798.0,347
1,11.0,681582.0,5,357327.0,68,19,4258.0,347
1,11.0,681582.0,5,357327.0,68,19,4892.0,347
1,11.0,681582.0,5,357327.0,130,47,5276.0,348
1,11.0,681582.0,5,357327.0,68,19,3204.0,348
1,11.0,681582.0,5,357327.0,68,19,5293.0,348
1,11.0,681582.0,5,357327.0,130,47,3555.0,348
1,11.0,681582.0,5,357327.0,68,19,2766.0,348
1,11.0,681582.0,5,357327.0,68,19,4828.0,348
1,11.0,681582.0,5,357327.0,68,19,3456.0,349
1,11.0,681582.0,5,357327.0,68,19,4217.0,349
1,11.0,681582.0,5,357327.0,64,45,6181.0,334
1,11.0,681582.0,5,357327.0,68,19,10522.0,334
1,11.0,681582.0,5,357327.0,68,19,8704.0,334
1,11.0,681582.0,5,357327.0,57,47,10414.0,354
1,11.0,681582.0,5,357327.0,57,47,6942.0,354
1,11.0,681582.0,5,357327.0,130,47,5125.0,354
1,11.0,681582.0,5,357327.0,57,47,6942.0,354
1,11.0,681582.0,5,357327.0,68,19,5563.0,354
1,11.0,681582.0,5,357327.0,68,19,5943.0,354
1,11.0,681582.0,5,357327.0,68,19,8828.0,354
1,11.0,681582.0,5,357327.0,68,19,5437.0,354
1,11.0,681582.0,5,357327.0,68,19,5014.0,354
1,11.0,681582.0,5,357327.0,134,46,4603.0,357
1,11.0,681582.0,5,357327.0,134,46,4662.0,357
1,11.0,681582.0,5,357327.0,134,46,4895.0,357
1,11.0,681582.0,5,357327.0,134,46,4895.0,357
1,11.0,681582.0,5,357327.0,134,46,4895.0,357
1,11.0,681582.0,5,357327.0,134,46,4895.0,357
1,11.0,681582.0,5,357327.0,134,46,4778.0,357
1,11.0,681582.0,5,357327.0,134,46,4311.0,357
1,11.0,681582.0,5,357327.0,134,46,4720.0,357
1,11.0,681582.0,5,357327.0,134,46,11269.0,357
1,11.0,681582.0,5,357327.0,134,46,4311.0,357
1,11.0,681582.0,5,357327.0,134,46,3902.0,357
1,11.0,681582.0,5,357327.0,68,19,5164.0,357
1,11.0,681582.0,5,357327.0,68,19,4743.0,357
1,11.0,681582.0,5,357327.0,68,19,4494.0,358
1,11.0,681582.0,5,357327.0,68,19,4693.0,358
1,11.0,681582.0,5,357327.0,134,46,4326.0,363
1,11.0,681582.0,5,357327.0,130,47,129832.0,363
1,11.0,681582.0,5,357327.0,68,19,7749.0,363
3,14.0,870909.0,3,258829.0,130,47,2608.0,81
3,14.0,879992.0,3,258829.0,57,47,3406.0,109
3,14.0,879992.0,3,258829.0,130,47,2608.0,111
1,12.0,1343039.0,4,708537.0,130,47,775.0,284
1,19.0,358820.0,3,504554.0,130,47,99.0,284
1,19.0,790080.0,3,504554.0,130,47,100.0,341
3,19.0,840321.0,5,103443.0,130,47,310.0,288
3,12.0,1560765.0,4,303124.0,130,47,814.0,180
3,12.0,1784885.0,4,303124.0,130,47,284.0,216
3,12.0,1784885.0,4,303124.0,130,47,1091.0,225
3,12.0,1784885.0,4,303124.0,130,47,2383.0,238
3,12.0,1797329.0,4,303124.0,130,47,19905.0,260
3,12.0,1797329.0,4,303124.0,130,47,3434.0,260
3,19.0,963828.0,2,30906.0,130,47,1084.0,187
3,19.0,963828.0,2,30906.0,61,47,103.0,187
3,19.0,963828.0,2,30906.0,130,47,1946.0,187
3,19.0,963828.0,2,30906.0,130,47,1853.0,187
3,19.0,950817.0,2,30906.0,130,47,2031.0,215
3,19.0,950817.0,2,30906.0,130,47,13393.0,215
3,19.0,950817.0,2,30906.0,130,47,507.0,215
3,19.0,954271.0,2,30906.0,130,47,170.0,273
3,19.0,997250.0,2,30906.0,130,47,170.0,273
1,17.0,2922205.0,3,606848.0,130,47,799.0,267
1,17.0,2922205.0,3,606848.0,130,47,162.0,267
1,17.0,2722638.0,3,606848.0,130,47,300.0,301
1,17.0,2722638.0,3,606848.0,130,47,688.0,301
1,17.0,2722638.0,3,606848.0,130,47,506.0,301
1,3.0,124040.0,5,450643.0,130,47,501.0,273
1,19.0,5619.0,3,155084.0,130,47,1597.0,88
1,19.0,5619.0,3,155084.0,43,47,148.0,88
1,19.0,5619.0,3,155084.0,130,47,12.0,88
1,19.0,12387.0,3,155084.0,130,47,274.0,160
1,19.0,12387.0,3,155084.0,43,47,180.0,160
1,19.0,12387.0,3,155084.0,130,47,21.0,160
1,19.0,12387.0,3,155084.0,130,47,120.0,179
1,19.0,12387.0,3,155084.0,130,47,1136.0,179
1,19.0,12387.0,3,155084.0,130,47,451.0,179
1,19.0,12387.0,3,155084.0,130,47,41.0,179
1,19.0,11993.0,3,155084.0,130,47,1136.0,221
1,19.0,11993.0,3,155084.0,130,47,26.0,221
1,19.0,11993.0,3,155084.0,130,47,225.0,221
1,19.0,11993.0,3,155084.0,130,47,815.0,221
1,19.0,11993.0,3,155084.0,130,47,21.0,221
1,19.0,11993.0,3,155084.0,130,47,21.0,230
1,19.0,11993.0,3,155084.0,130,47,21.0,230
1,19.0,11993.0,3,155084.0,130,47,41.0,230
1,19.0,15811.0,3,155084.0,130,47,152.0,263
1,19.0,15811.0,3,155084.0,130,47,21.0,263
1,19.0,13351.0,3,155084.0,130,47,3995.0,277
1,19.0,13351.0,3,155084.0,130,47,218.0,277
1,19.0,13351.0,3,155084.0,130,47,1136.0,277
1,19.0,13351.0,3,155084.0,130,47,1739.0,288
1,19.0,13351.0,3,155084.0,130,47,19644.0,288
1,19.0,48200.0,3,155084.0,130,47,1136.0,316
1,19.0,48200.0,3,155084.0,130,47,309.0,316
1,19.0,48200.0,3,155084.0,130,47,21.0,316
1,19.0,48200.0,3,155084.0,130,47,21.0,316
1,19.0,35566.0,3,155084.0,30,47,382.0,347
1,19.0,35566.0,3,155084.0,30,47,67.0,347
1,19.0,35566.0,3,155084.0,30,47,329.0,347
1,19.0,35566.0,3,155084.0,130,47,10.0,347
1,3.0,4066892.0,4,2894004.0,130,47,191.0,348
1,3.0,4066892.0,4,2894004.0,130,47,434.0,348
1,3.0,4066892.0,4,2894004.0,130,47,6314.0,348
1,19.0,438449.0,2,72435.0,94,50,183.0,89
1,19.0,438449.0,2,72435.0,44,0,54.0,89
1,19.0,438449.0,2,72435.0,44,0,54.0,89
1,19.0,438449.0,2,72435.0,44,0,54.0,89
